id,host_id,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
30771810,1086229939,10/23/2023,"Chicago, IL",within an hour,100%,100%,f,Roscoe Village,1,1,"['email', 'phone']",t,t,North Center,41.93977887,-87.67789143,Entire rental unit,Entire home/apt,4,1 bath,3,$108.00 ,3,365,2,3,365,365,2.7,365,t,24,54,84,264,0,0,0,,,,,,,,,,f,1,1,0,0,
54386874,214868994,12/16/2016,"New York, NY",within an hour,100%,97%,f,Cambridge,4820,6438,"['email', 'phone', 'work_email']",t,t,Loop,41.886064,-87.624718,Entire rental unit,Entire home/apt,2,1 bath,1,$126.00 ,32,1125,32,366,1125,1125,350.4,1125,t,0,22,52,327,2,0,0,10/19/2020,2/18/2021,4.5,5,5,5,4,4.5,4.5,f,643,643,0,0,0.05
5.52195E+17,135956318,4/19/2016,"Sarasota, FL",within an hour,100%,96%,t,Woodlawn,3,4,"['email', 'phone']",t,t,Woodlawn,41.77643411,-87.6035702,Entire home,Entire home/apt,10,2.5 baths,3,$163.00 ,3,28,2,3,1125,1125,2,1125,t,0,0,0,0,28,28,3,6/4/2023,12/3/2023,4.93,4.9,4.9,4.9,4.93,4.62,4.69,t,1,1,0,0,4.24
6.50582E+17,214868994,12/16/2016,"New York, NY",within an hour,100%,97%,f,Cambridge,4820,6438,"['email', 'phone', 'work_email']",t,t,West Town,41.8958899,-87.6658611,Entire rental unit,Entire home/apt,4,1 bath,2,$134.00 ,32,1125,32,366,1125,1125,351.9,1125,t,0,15,45,320,1,1,0,7/5/2023,7/5/2023,5,5,5,5,5,5,5,f,643,643,0,0,0.18
50633147,439955755,10/10/2018,,within an hour,100%,99%,t,Bridgeport,5,5,"['email', 'phone']",t,t,Bridgeport,41.84547,-87.64532,Entire serviced apartment,Entire home/apt,8,2 baths,5,$163.00 ,2,1125,2,2,1125,1125,2,1125,t,0,0,0,0,154,19,1,11/11/2018,12/10/2023,4.81,4.89,4.94,4.82,4.92,4.74,4.79,f,5,5,0,0,2.48
4365466,110399119,1/18/2016,"Chicago, IL",within an hour,100%,0%,f,Streeterville,11,31,"['email', 'phone']",t,f,Near North Side,41.89972,-87.6224,Entire rental unit,Entire home/apt,4,2 baths,2,$210.00 ,32,1125,32,32,1125,1125,32,1125,t,30,60,90,365,3,0,0,3/15/2020,8/3/2021,4,4,3.67,4,4.33,4.67,3.33,f,11,11,0,0,0.07
53186306,1003999175,2/20/2023,,within an hour,100%,99%,f,East Colorado Springs,3147,3995,"['email', 'phone']",t,t,Loop,41.88702097,-87.62681989,Room in hotel,Private room,3,1 bath,1,$399.00 ,1,1125,1,4,1,1125,1.1,573.4,t,30,60,90,358,0,0,0,,,,,,,,,,t,35,1,34,0,
6133986,7686842,10/11/2012,"Chicago, IL",within an hour,100%,100%,t,River North,4,4,"['email', 'phone', 'work_email']",t,t,Near North Side,41.89616,-87.62681,Entire rental unit,Entire home/apt,2,1 bath,1,$98.00 ,32,1125,32,32,1125,1125,32,1125,t,30,60,90,285,20,0,0,9/2/2017,8/31/2022,4.7,4.7,4.6,4.9,5,5,4.6,f,3,3,0,0,0.26
9.91358E+17,1914155,8/11/2011,"Chicago, IL",,,,f,Andersonville,1,1,"['email', 'phone']",t,t,Edgewater,41.97947,-87.6709,Entire rental unit,Entire home/apt,4,1 bath,5,$175.00 ,32,1125,32,32,1125,1125,32,1125,t,0,0,0,0,27,0,0,5/15/2016,10/20/2019,4.96,4.93,5,5,5,5,4.78,f,1,1,0,0,0.29
9.6814E+17,725920442,8/17/2020,,within an hour,100%,100%,f,Dunning,1,1,['phone'],t,t,Dunning,41.9482442,-87.7995216,Entire rental unit,Entire home/apt,6,1 bath,4,$65.00 ,1,365,2,2,365,365,2,365,t,12,37,63,230,1,1,1,12/11/2023,12/11/2023,4,3,4,5,4,4,4,t,1,1,0,0,1
27466584,1013298171,3/22/2023,"Atlanta, GA",within an hour,100%,98%,t,Hammond Park,4,5,"['email', 'phone']",t,t,Brighton Park,41.81870871,-87.70138983,Entire rental unit,Entire home/apt,4,1 bath,1,$68.00 ,1,120,2,2,1125,1125,2,1125,t,0,0,0,0,9,9,1,8/6/2023,11/25/2023,4.9,5,5,5,5,4.6,4.9,t,1,1,0,0,2
38950182,1018339583,4/8/2023,"Chicago, IL",within an hour,100%,87%,t,Magnolia Glen,1,1,"['email', 'phone']",t,t,Edgewater,41.99128368,-87.66519778,Entire rental unit,Entire home/apt,4,1 bath,2,$93.00 ,2,25,2,5,25,25,4.7,25,t,22,52,66,66,25,25,2,5/5/2023,11/27/2023,4.96,5,4.96,4.96,5,5,4.92,f,1,1,0,0,3.29
9.64826E+17,521616514,5/9/2019,United Kingdom,within an hour,100%,99%,t,Gold Coast,8,9,"['email', 'phone', 'work_email']",t,t,Near North Side,41.90033,-87.62491,Entire condo,Entire home/apt,4,1 bath,2,$72.00 ,2,1125,2,2,1125,1125,2,1125,t,22,52,82,357,155,46,2,2/17/2020,12/14/2023,4.66,4.79,4.66,4.89,4.7,4.95,4.72,f,2,2,0,0,3.32
20070634,30898943,5/13/2014,"Chicago, IL",within an hour,100%,94%,t,West Town,1,1,"['email', 'phone', 'work_email']",t,t,West Town,41.91264,-87.69831,Entire condo,Entire home/apt,10,2.5 baths,4,$253.00 ,3,365,3,3,365,365,3,365,t,16,46,76,213,60,22,2,9/21/2021,12/10/2023,4.8,4.83,4.8,4.9,4.9,4.92,4.8,f,1,1,0,0,2.2
7.05787E+17,664658483,1/31/2020,"Chicago, IL",within an hour,100%,98%,t,Irving Park,4,4,"['email', 'phone']",t,t,Irving Park,41.94888,-87.70593,Entire rental unit,Entire home/apt,8,1 bath,4,$93.00 ,2,90,2,2,1125,1125,2,1125,t,0,0,0,0,142,42,2,5/19/2021,11/27/2023,4.87,4.88,4.85,4.94,4.97,4.84,4.82,f,4,4,0,0,4.51
9.92587E+17,10651850,3/4/2013,"Chicago, IL",within an hour,100%,96%,f,West Town/Noble Square,4,5,"['email', 'phone']",t,t,West Town,41.894903,-87.666413,Entire rental unit,Entire home/apt,4,1 bath,2,$59.00 ,1,365,2,5,2,1125,3.1,67.8,t,20,50,80,352,291,36,1,3/27/2016,11/27/2023,4.64,4.71,4.73,4.95,4.91,4.73,4.61,t,4,4,0,0,3.09
9.86151E+17,851741259,10/4/2021,,,,100%,f,Little Italy,1,2,['phone'],f,t,Lower West Side,41.85986,-87.64495,Entire townhouse,Entire home/apt,8,2.5 baths,6,$751.00 ,32,1125,32,32,1125,1125,32,1125,t,30,60,90,365,1,1,0,6/24/2023,6/24/2023,3,1,4,4,5,5,3,f,1,1,0,0,0.17
8.8894E+17,214868994,12/16/2016,"New York, NY",within an hour,100%,97%,f,Cambridge,4820,6438,"['email', 'phone', 'work_email']",t,t,Near West Side,41.8849811,-87.6640751,Entire rental unit,Entire home/apt,2,1 bath,1,$134.00 ,32,1125,32,365,1125,1125,354.1,1125,t,0,0,14,289,0,0,0,,,,,,,,,,f,643,643,0,0,
51269869,346610558,2/14/2018,"Chicago, IL",within an hour,100%,94%,f,Irving Park,7,17,"['email', 'phone']",t,t,West Town,41.89659,-87.69515,Entire home,Entire home/apt,8,3 baths,4,$458.00 ,2,365,2,3,1125,1125,2.3,1125,t,27,57,87,351,37,13,1,10/24/2021,12/3/2023,4.62,4.65,4.62,4.73,4.51,4.86,4.54,f,6,5,1,0,1.41
7.25327E+17,978266243,11/25/2022,,,,100%,f,Bronzeville,1,1,"['email', 'phone']",t,t,Grand Boulevard,41.80819,-87.62409,Entire rental unit,Entire home/apt,6,2 baths,3,$175.00 ,2,1125,2,2,1125,1125,2,1125,t,30,60,90,365,1,1,0,8/21/2023,8/21/2023,5,5,5,5,5,5,5,t,1,1,0,0,0.25
9.42711E+17,114775867,2/4/2016,"Chicago, IL",within an hour,90%,99%,f,River North,20,24,"['email', 'phone']",t,t,Near North Side,41.89312,-87.62759,Private room in hostel,Private room,4,1 bath,4,$109.00 ,1,365,2,4,14,14,2,14,t,28,58,88,363,8,8,4,7/1/2023,12/3/2023,4.75,4.88,4.63,5,4.75,5,5,t,20,0,1,0,1.4
39203774,214868994,12/16/2016,"New York, NY",within an hour,100%,97%,f,Cambridge,4820,6438,"['email', 'phone', 'work_email']",t,t,Near North Side,41.891468,-87.614749,Entire rental unit,Entire home/apt,2,1 bath,1,$142.00 ,32,1125,32,365,1125,1125,354.1,1125,t,0,0,0,247,1,0,0,4/16/2022,4/16/2022,5,5,5,5,5,5,4,f,643,643,0,0,0.05
25108100,321588147,11/30/2017,"Chicago, IL",within an hour,100%,99%,f,,1,3,"['email', 'phone']",t,t,Portage Park,41.95565,-87.77319,Entire rental unit,Entire home/apt,8,1 bath,3,$92.00 ,1,10,2,2,10,10,2,10,t,18,48,78,162,296,36,1,3/18/2018,11/25/2023,4.42,4.58,4.22,4.76,4.74,4.68,4.58,f,1,1,0,0,4.22
13509392,354377047,3/7/2018,"Chicago, IL",within an hour,100%,91%,f,River North,59,66,"['email', 'phone', 'work_email']",t,t,Near North Side,41.8918321,-87.6381974,Entire serviced apartment,Entire home/apt,2,1 bath,1,$195.00 ,32,365,32,32,365,365,32,365,t,30,60,90,365,0,0,0,,,,,,,,,,t,58,58,0,0,
54232255,547182719,7/4/2019,"Chicago, IL",within an hour,99%,99%,f,Ravenswood,17,19,"['email', 'phone']",t,t,Uptown,41.97012,-87.66138,Entire rental unit,Entire home/apt,2,1 bath,1,$64.00 ,1,1125,2,30,1125,1125,6.8,1125,t,17,47,61,61,113,52,2,9/26/2021,12/7/2023,4.81,4.84,4.81,4.91,4.94,4.82,4.63,t,16,16,0,0,4.16
52923780,276398978,7/2/2017,United States,within an hour,100%,94%,t,East Pilsen,1,3,"['email', 'phone']",t,t,Lower West Side,41.85805,-87.64188,Entire guest suite,Entire home/apt,2,1 bath,1,$100.00 ,1,1125,2,2,1125,1125,2,1125,t,30,60,90,90,111,27,0,8/10/2020,10/9/2023,4.93,4.96,4.97,4.94,4.95,4.77,4.84,f,1,1,0,0,2.72
9.6423E+17,7931003,10/24/2012,"Chicago, IL",within an hour,100%,68%,t,South Loop/Printers Row,79,228,"['email', 'phone', 'work_email']",t,t,Near North Side,41.89053,-87.63745,Entire rental unit,Entire home/apt,2,1 bath,1,$170.00 ,60,1124,60,60,1124,1124,60,1124,t,30,60,90,365,1,0,0,8/5/2019,8/5/2019,5,5,5,5,5,5,4,f,72,72,0,0,0.02
9.76107E+17,182372667,8/21/2016,"Chicago, IL",within an hour,100%,98%,f,Englewood,13,36,"['email', 'phone']",t,t,Washington Park,41.79441,-87.62671,Private room in home,Private room,1,1 shared bath,1,$39.00 ,2,30,2,2,1125,1125,2,1125,t,30,60,90,361,41,11,0,11/24/2019,10/11/2023,4.78,4.68,4.54,4.66,4.83,4.51,4.66,f,7,0,7,0,0.83
32389270,214868994,12/16/2016,"New York, NY",within an hour,100%,97%,f,Cambridge,4820,6438,"['email', 'phone', 'work_email']",t,t,Near North Side,41.8897136,-87.6188114,Entire rental unit,Entire home/apt,2,1 bath,1,$168.00 ,32,1125,32,365,1125,1125,354.1,1125,t,0,0,0,198,1,1,1,11/28/2023,11/28/2023,5,5,5,5,5,5,5,f,643,643,0,0,1
52115774,6373438,8/7/2012,"Tulum, Mexico",within a few hours,94%,91%,f,South Chicago,8,19,"['email', 'phone']",t,t,South Chicago,41.74122198,-87.54936047,Private room in home,Private room,1,1 bath,1,$15.00 ,32,62,32,32,62,62,32,62,t,0,9,37,37,0,0,0,,,,,,,,,,f,8,0,8,0,
50074216,952254670,8/21/2022,,within an hour,100%,97%,f,Lower West Side,1,1,"['email', 'phone']",t,t,Lower West Side,41.8483254,-87.6793576,Entire condo,Entire home/apt,4,1 bath,2,$143.00 ,2,1125,2,2,1125,1125,2,1125,t,24,54,84,174,16,16,1,3/12/2023,11/28/2023,4.75,4.81,4.44,4.94,4.88,4.88,4.75,f,1,1,0,0,1.7
54049788,341571126,1/30/2018,"Springfield, IL",within an hour,99%,97%,f,Near North Side,120,149,"['email', 'phone']",t,t,Near North Side,41.89596,-87.63907,Entire rental unit,Entire home/apt,16,10 baths,20,$773.00 ,2,1125,2,2,1125,1125,2,1125,t,11,34,54,309,2,2,0,7/27/2023,11/16/2023,5,5,5,5,5,5,5,f,38,38,0,0,0.41
6.66709E+17,47224286,11/11/2014,"Chicago, IL",within a few hours,100%,99%,f,Old Town,14,21,"['email', 'phone']",t,t,Near North Side,41.90722,-87.6348,Entire rental unit,Entire home/apt,4,1 bath,1,$85.00 ,32,1125,32,32,1125,1125,32,1125,t,30,60,90,90,211,23,0,12/30/2018,10/11/2023,4.59,4.71,4.55,4.84,4.77,4.92,4.57,f,14,11,3,0,3.49
5.61709E+17,743431991,10/12/2020,,within an hour,100%,95%,f,South Shore,1,2,"['email', 'phone']",t,t,South Shore,41.75602,-87.55706,Entire home,Entire home/apt,12,2 baths,6,$134.00 ,3,365,2,5,1125,1125,3.9,1125,t,14,44,74,163,50,38,1,8/21/2022,11/26/2023,4.64,4.6,4.6,4.78,4.86,4.14,4.54,f,1,1,0,0,3.09
1.01326E+18,33000382,6/7/2014,"Chicago, IL",within a few hours,100%,98%,t,Lincoln Square,2,2,"['email', 'phone', 'work_email']",t,t,Lincoln Square,41.96412,-87.68476,Private room in rental unit,Private room,2,1 shared bath,1,$73.00 ,2,120,2,2,120,120,2,120,t,27,57,86,86,36,24,1,5/8/2022,12/3/2023,4.97,4.97,4.97,4.97,5,5,4.97,f,2,0,2,0,1.83
8.4783E+17,497520971,3/14/2019,,within an hour,99%,99%,t,West Loop/Greektown,71,88,['phone'],t,t,Near West Side,41.8877424,-87.64545129,Entire rental unit,Entire home/apt,7,2.5 baths,3,$444.00 ,2,1125,2,3,1125,1125,2.2,1125,t,23,53,83,329,100,34,3,4/22/2019,12/9/2023,4.9,4.92,4.95,4.81,4.88,4.91,4.62,t,51,51,0,0,1.76
7.58718E+17,462546042,12/18/2018,"Chicago, IL",within an hour,100%,100%,f,West Town,2,2,"['email', 'phone']",t,t,West Town,41.90249573,-87.68046129,Entire rental unit,Entire home/apt,5,1 bath,3,$81.00 ,1,14,2,2,1125,1125,2,1125,t,27,57,87,87,11,11,4,10/9/2023,12/17/2023,4.91,4.73,4.82,4.91,4.91,4.91,4.91,f,2,2,0,0,4.65
8.66658E+17,22324662,1/9/2014,"Greendale, WI",,,,f,,1,3,"['email', 'phone']",t,t,Logan Square,41.93361,-87.68508,Entire townhouse,Entire home/apt,5,2.5 baths,4,$150.00 ,365,365,365,365,365,365,365,365,t,30,60,90,365,0,0,0,,,,,,,,,,f,1,1,0,0,
5.76142E+17,184258315,8/27/2016,"Chicago, IL",within an hour,100%,99%,f,East Pilsen,10,82,"['email', 'phone', 'work_email']",t,t,Lower West Side,41.85687947,-87.64203592,Entire rental unit,Entire home/apt,16,2 baths,5,$71.00 ,2,365,2,2,1125,1125,2,1125,t,0,0,0,0,25,25,1,3/7/2023,11/25/2023,4.96,4.92,4.96,4.96,4.96,4.69,4.73,f,5,5,0,0,2.61
8.52123E+17,873918530,12/21/2021,"Chicago, IL",within an hour,100%,100%,f,Bridgeport,20,20,"['email', 'phone']",t,t,Armour Square,41.84981,-87.63591,Private room in home,Private room,2,1 shared bath,1,$42.00 ,1,1125,2,2,1125,1125,2,1125,t,14,36,57,317,43,43,1,2/14/2023,11/25/2023,4.28,4.67,4.19,4.6,4.63,4.53,4.53,t,20,0,20,0,4.19
264547,343645127,2/5/2018,"Chicago, IL",within a few hours,100%,100%,f,Portage Park,1,2,"['email', 'phone']",t,t,Portage Park,41.96355,-87.7736,Private room in home,Private room,2,1 shared bath,2,$66.00 ,2,365,2,2,1125,1125,2,1125,t,0,15,45,319,5,5,0,5/7/2023,7/23/2023,4.2,4.6,4.6,5,4.4,4.8,4.4,t,1,0,1,0,0.66
49890166,315642762,11/7/2017,"Chicago, IL",within an hour,80%,98%,f,Lincoln Square,2,2,"['email', 'phone']",t,t,Lincoln Square,41.96438,-87.68678,Entire rental unit,Entire home/apt,2,1 bath,1,$105.00 ,3,1125,3,3,1125,1125,3,1125,t,0,0,0,0,169,34,2,9/22/2019,11/25/2023,4.75,4.83,4.79,4.91,4.71,4.93,4.75,f,2,2,0,0,3.27
9.75295E+17,22027534,1/4/2014,"Chicago, IL",within an hour,100%,99%,t,Logan Square,4,4,"['email', 'phone']",t,t,Logan Square,41.92932,-87.70915,Entire rental unit,Entire home/apt,4,1 bath,2,$125.00 ,2,30,2,2,1125,1125,2,1125,t,0,0,0,0,279,48,2,10/30/2018,12/3/2023,4.87,4.93,4.88,4.98,4.96,4.98,4.79,f,2,2,0,0,4.46
4731523,249566294,4/7/2017,"Pennsylvania, United States",within an hour,100%,70%,f,South Shore,1,3,['phone'],t,t,South Shore,41.7554763,-87.5757332,Entire rental unit,Entire home/apt,4,1 bath,2,$262.00 ,1,14,2,2,14,14,2,14,t,0,0,0,0,2,2,0,8/6/2023,10/9/2023,4.67,5,5,4.67,5,4.67,4.67,f,1,1,0,0,0.44
49717398,633084871,12/11/2019,"Morton Grove, IL",within an hour,100%,100%,f,Bucktown,1,1,"['email', 'phone']",t,t,Logan Square,41.9176,-87.67468,Entire condo,Entire home/apt,3,1 bath,2,$98.00 ,32,1125,32,32,1125,1125,32,1125,t,0,28,58,333,5,2,0,4/24/2022,6/16/2023,4.6,4.4,4.4,4.8,4.8,4.6,4.6,t,1,1,0,0,0.25
46297396,131928406,4/5/2016,"Chicago, IL",within an hour,100%,100%,t,Lincoln Square,1,2,"['email', 'phone']",t,f,Lincoln Square,41.97128,-87.69454,Private room in guest suite,Private room,2,1 private bath,1,$86.00 ,2,28,2,3,1125,1125,2.4,1125,t,25,55,85,85,166,51,2,9/19/2020,11/26/2023,4.94,4.98,4.99,4.95,4.98,4.91,4.9,f,1,0,1,0,4.2
36669561,45592195,10/21/2014,,within an hour,100%,99%,t,River North,10,10,"['email', 'phone']",t,t,Near North Side,41.89081378,-87.62826415,Entire rental unit,Entire home/apt,2,1 bath,1,$147.00 ,4,365,4,4,365,365,4,365,t,0,0,0,0,43,43,4,3/31/2023,12/5/2023,4.93,5,4.98,4.91,4.93,5,4.82,t,10,10,0,0,4.9
5.67632E+17,38514682,7/31/2014,"Chicago, IL",within an hour,100%,94%,t,Old Irving Park,1,1,"['email', 'phone']",t,t,Irving Park,41.95075,-87.72841,Entire guest suite,Entire home/apt,5,1 bath,3,$110.00 ,2,15,2,2,1125,1125,2,1125,t,17,42,72,157,127,60,3,12/27/2021,12/3/2023,4.98,4.95,4.94,4.98,4.98,4.91,4.9,f,1,1,0,0,5.28
17329552,551368847,7/13/2019,"Chicago, IL",within a day,60%,18%,f,East Hyde Park,1,1,"['email', 'phone']",t,f,Hyde Park,41.7944899,-87.5820495,Entire rental unit,Entire home/apt,4,1 bath,2,$110.00 ,2,60,2,2,60,60,2,60,t,22,48,77,77,4,4,0,6/15/2023,8/21/2023,4.75,4.75,4.75,4.75,4.75,4.5,4.5,f,1,1,0,0,0.64
36321241,790998106,4/4/2021,"Chicago, IL",within an hour,100%,100%,t,Near South Side,74,75,"['email', 'phone']",t,t,Near South Side,41.85586028,-87.62524914,Entire rental unit,Entire home/apt,8,2 baths,4,$216.00 ,2,365,2,2,1125,1125,2,1125,t,0,0,0,0,2,2,0,10/3/2023,11/9/2023,5,5,5,5,5,5,5,t,74,74,0,0,0.78
9.42716E+17,553331622,7/16/2019,"Chicago, IL",within a day,100%,86%,f,Douglas,1,3,"['email', 'phone']",t,f,Douglas,41.832539,-87.6215368,Entire home,Entire home/apt,4,2 baths,2,$205.00 ,3,1125,3,3,1125,1125,3,1125,t,25,55,85,175,7,7,0,4/17/2023,10/10/2023,4.71,5,4.29,5,5,4.71,4.57,f,1,1,0,0,0.85
1.04585E+18,354377047,3/7/2018,"Chicago, IL",within an hour,100%,91%,f,River North,59,66,"['email', 'phone', 'work_email']",t,t,Near North Side,41.8913269,-87.63784027,Entire serviced apartment,Entire home/apt,4,2 baths,2,$523.00 ,32,365,32,32,1125,1125,32,1125,t,30,60,90,365,3,0,0,8/9/2021,10/5/2022,4.67,4.67,5,5,5,5,4.67,f,58,58,0,0,0.1
8.34955E+17,57785198,3/6/2015,"Chicago, IL",within a day,100%,60%,t,Norwood Park,2,3,"['email', 'phone']",t,t,Norwood Park,41.99144,-87.79076,Entire rental unit,Entire home/apt,4,1 bath,2,$109.00 ,2,365,2,2,365,365,2,365,t,28,58,88,363,27,9,1,2/12/2022,11/26/2023,4.96,4.96,4.93,5,5,4.93,4.85,f,2,2,0,0,1.2
8.85649E+17,553225567,7/16/2019,,,,,f,Washington Park,1,1,"['email', 'phone']",t,t,Washington Park,41.79118,-87.62548,Entire rental unit,Entire home/apt,8,1 bath,3,$119.00 ,32,1125,32,32,1125,1125,32,1125,t,30,60,90,180,49,0,0,8/11/2021,10/3/2022,4.24,4.47,4.33,4.71,4.53,3.9,4.22,f,1,1,0,0,1.71
8.41457E+17,383046127,5/25/2018,,within an hour,100%,99%,t,Uptown,16,19,"['email', 'phone']",t,t,Humboldt Park,41.90883,-87.71498,Private room in rental unit,Private room,2,1 private bath,1,$36.00 ,1,1125,2,2,1125,1125,2,1125,t,18,44,74,349,166,61,5,5/23/2021,12/15/2023,4.84,4.92,4.94,4.95,4.93,4.43,4.82,f,16,10,6,0,5.3
1.01849E+18,74899335,7/4/2015,"Belmont, CA",within an hour,100%,100%,t,Near West Side,2,3,"['email', 'phone', 'work_email']",t,t,Near West Side,41.878445,-87.680006,Entire home,Entire home/apt,10,3.5 baths,5,$219.00 ,1,365,2,5,3,365,3.1,48.1,t,23,46,76,349,145,22,0,7/5/2019,10/1/2023,4.77,4.89,4.72,4.94,4.94,4.55,4.67,t,2,2,0,0,2.67
9.20221E+17,99159371,11/21/2015,"Chicago, IL",within a few hours,75%,67%,t,West Loop/Greektown,1,1,"['email', 'phone']",t,t,Near West Side,41.88714,-87.64393,Entire condo,Entire home/apt,2,2 baths,1,$229.00 ,10,1125,5,10,1125,1125,9.9,1125,t,23,53,83,173,42,3,0,6/2/2016,10/16/2023,4.95,4.95,4.79,4.93,4.93,5,4.8,f,1,1,0,0,0.46
46371937,354377047,3/7/2018,"Chicago, IL",within an hour,100%,91%,f,River North,59,66,"['email', 'phone', 'work_email']",t,t,Near North Side,41.8918321,-87.6381974,Entire serviced apartment,Entire home/apt,4,2 baths,2,$213.00 ,32,365,32,32,365,365,32,365,t,30,60,90,365,0,0,0,,,,,,,,,,t,58,58,0,0,
45423930,783890583,3/10/2021,"Chicago, IL",within an hour,100%,49%,t,Chicago Loop,54,109,"['email', 'phone']",t,t,Loop,41.8857,-87.63257,Entire serviced apartment,Entire home/apt,5,1 bath,1,$199.00 ,32,365,32,32,365,365,32,365,t,29,59,89,89,0,0,0,,,,,,,,,,f,51,51,0,0,
48937681,214868994,12/16/2016,"New York, NY",within an hour,100%,97%,f,Cambridge,4820,6438,"['email', 'phone', 'work_email']",t,t,Near North Side,41.8945286,-87.6334052,Entire rental unit,Entire home/apt,2,1 bath,1,$191.00 ,32,1125,32,365,1125,1125,349.7,1125,t,0,0,0,30,0,0,0,,,,,,,,,,f,643,643,0,0,
3809530,50276775,12/23/2014,,within an hour,100%,97%,f,Clearwater Beach,1141,2346,"['email', 'phone']",t,t,Near North Side,41.8923,-87.62066,Room in hotel,Private room,8,2 baths,2,$832.00 ,32,365,32,32,365,365,32,365,t,25,49,66,136,0,0,0,,,,,,,,,,t,58,0,58,0,
7.18436E+17,751289859,11/14/2020,"Chicago, IL",within an hour,100%,100%,t,Chicago Loop,7,8,"['email', 'phone']",t,t,Loop,41.86889657,-87.62790027,Entire rental unit,Entire home/apt,5,1 bath,4,$115.00 ,3,365,2,4,1125,1125,3.6,1125,t,19,49,75,165,93,55,4,2/18/2022,12/15/2023,4.92,4.96,4.95,4.85,4.86,4.87,4.8,f,6,6,0,0,4.17
7.39876E+17,1081069407,10/5/2023,,within an hour,100%,95%,f,Streeterville,10,10,"['email', 'phone']",t,t,Near North Side,41.8960152,-87.6226872,Room in hotel,Private room,2,1 private bath,,$124.00 ,1,365,1,1,27,731,1,490.7,t,30,60,90,115,0,0,0,,,,,,,,,,t,10,0,10,0,
8.35724E+17,46251335,10/29/2014,"Chicago, IL",within an hour,100%,89%,f,Irving Park,1,1,"['email', 'phone', 'work_email']",t,t,Irving Park,41.95882167,-87.71450076,Entire rental unit,Entire home/apt,7,1 bath,2,$150.00 ,1,1125,2,2,1125,1125,2,1125,t,15,45,70,283,5,5,1,9/25/2023,11/24/2023,5,5,5,5,5,4.6,5,f,1,1,0,0,1.76
28437341,1029553102,5/14/2023,"Chicago, IL",within an hour,100%,100%,f,Bridgeport,62,68,"['email', 'phone']",t,t,Bridgeport,41.82972215,-87.64482432,Private room in rental unit,Private room,2,2 baths,1,$39.00 ,1,999,2,2,1125,1125,2,1125,t,30,60,90,365,6,6,0,8/29/2023,10/8/2023,3,3.33,3.17,4.17,4.17,3.17,3,t,61,0,61,0,1.61
9.05064E+17,64400746,4/29/2015,"Chicago, IL",within a day,90%,90%,t,Woodlawn,4,6,"['email', 'phone']",t,t,Woodlawn,41.78355,-87.61363,Entire condo,Entire home/apt,4,2 baths,2,$159.00 ,2,30,2,2,30,30,2,30,t,9,39,58,181,126,4,0,7/13/2015,10/9/2023,4.82,4.92,4.98,4.98,4.95,4.16,4.79,f,4,2,2,0,1.23
33578584,1041931582,6/20/2023,,within an hour,100%,100%,f,Forest Glen,1,1,['phone'],f,t,Forest Glen,41.98789148,-87.74292936,Entire home,Entire home/apt,8,2.5 baths,6,$260.00 ,2,365,2,2,365,365,2,365,t,29,59,89,364,4,4,1,7/16/2023,11/26/2023,3.75,4.25,3.25,5,5,5,4,t,1,1,0,0,0.77
54332668,252359307,4/16/2017,"Chicago, IL",within an hour,99%,96%,t,Fulton Market,24,28,"['email', 'phone']",t,t,Near West Side,41.88632,-87.65106,Entire rental unit,Entire home/apt,12,2 baths,5,$285.00 ,2,999,2,4,999,999,2,999,t,0,0,0,0,164,41,2,8/25/2019,12/3/2023,4.87,4.93,4.79,4.9,4.94,4.96,4.7,f,24,24,0,0,3.12
53921286,214868994,12/16/2016,"New York, NY",within an hour,100%,97%,f,Cambridge,4820,6438,"['email', 'phone', 'work_email']",t,t,Loop,41.8860812,-87.6342223,Entire rental unit,Entire home/apt,2,1 bath,1,$153.00 ,32,1125,32,365,1125,1125,354.1,1125,t,0,0,12,287,1,0,0,10/26/2020,10/26/2020,1,2,4,1,1,4,2,f,643,643,0,0,0.03
50194260,466945567,12/31/2018,"Chicago, IL",,,,,,2,3,"['email', 'phone']",t,t,Edgewater,41.98725,-87.66176,Private room in home,Private room,2,1.5 shared baths,1,$54.00 ,2,30,2,2,30,30,2,30,t,25,55,85,175,159,29,0,7/18/2019,11/13/2023,4.93,4.97,4.88,4.97,4.97,4.97,4.96,f,1,0,1,0,2.95
